State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type
Bihar,10,39,1991,5,0,3,5,RAM AWADESH SINGH,M,LKD,27041,GEN,521507,992054,BIKRAMGANJ,GEN,,27,52.57,5.19,yes,16799,3.22,3.33,GEBR36668,National Party,4996,TRUE,6,LKD (B),11456,ARRAH | BIKRAMGANJ,TRUE,FALSE,1,TRUE,FALSE,TRUE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,6,AKHLAKH AHMAD,M,JP,10242,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,1.96,yes,9027,1.73,3.33,GEBR43751,State-based Party,4406,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,7,BISHWANATH SAH,M,SSD,1215,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.23,yes,268,0.05,3.33,GEBR43764,Local Party,7888,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,8,RAMA SHANKER SHARKAR,M,ICS(SCS),947,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.18,yes,10,0,3.33,GEBR43765,State-based Party (Other State),3411,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,9,RAMJEE DAS,M,IND,937,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.18,yes,63,0.01,3.33,GEBR43766,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,10,RANJEET SINGH,M,BKUS,874,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.17,yes,181,0.03,3.33,GEBR43754,Local Party,9366,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,11,RAMASHREWY SINGH,M,IND,693,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.13,yes,121,0.02,3.33,GEBR43768,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,12,SHEKH SHAKIL,M,IND,572,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.11,yes,107,0.02,3.33,GEBR43769,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,13,RAM NIWAS TEWARY,M,IND,465,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.09,yes,9,0,3.33,GEBR43757,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,14,ASIF KAMAL,M,BSP,456,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.09,yes,5,0,3.33,GEBR43755,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,15,KAILASH SINGH,M,IND,451,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.09,yes,27,0.01,3.33,GEBR43756,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,16,BHAGWAN SINGH,M,IND,424,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.08,yes,70,0.01,3.33,GEBR43762,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,17,RAM LAKHAN BIND,M,DDP,354,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.07,yes,43,0.01,3.33,GEBR43763,Local Party,15197,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,18,ARUN KUMAR MISHRA,M,IND,311,GEN,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.06,yes,0,0,3.33,GEBR36707,Independents,10809,TRUE,2,IND,10809,BIKRAMGANJ,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,19,DEO MUNI MISHRA,M,IND,311,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.06,yes,17,0,3.33,GEBR43767,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,20,JAWAHAR RAI,M,IND,294,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.06,yes,33,0.01,3.33,GEBR36718,Independents,10809,TRUE,2,IND,10809,BIKRAMGANJ,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,21,JAG NARAIN SINGH,M,IND,261,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.05,yes,13,0,3.33,GEBR43776,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,22,VIJAY KRISHNA PANDEY,M,IND,248,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.05,yes,3,0,3.33,GEBR43770,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,23,RABINDRA RAM,M,IND,245,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.05,yes,7,0,3.33,GEBR43771,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,24,RAS BIHARI SINGH,M,IND,238,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.05,yes,85,0.02,3.33,GEBR43759,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,25,SUBEDAR SINGH,M,IND,153,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.03,yes,12,0,3.33,GEBR36708,Independents,10809,TRUE,2,IND,10809,BIKRAMGANJ,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,26,RAM DARASH SINGH,M,IND,141,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.03,yes,66,0.01,3.33,GEBR43773,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,39,1991,5,0,3,27,SHYAM SUNDER CHOUBEY,M,IND,75,,521507,992054,BIKRAMGANJ,GEN,,27,52.57,0.01,yes,0,0,3.33,GEBR43761,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,1,RAM NARESH SINGH,M,JD,207642,,486637,978604,AURANGABAD,GEN,,24,49.73,42.67,no,52856,10.86,3.23,GEBR36726,National Party,4217,TRUE,2,JD,4217,AURANGABAD,TRUE,TRUE,2,FALSE,TRUE,TRUE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,2,SATYENDRA NARAIN SINHA,M,INC,154786,,486637,978604,AURANGABAD,GEN,,24,49.73,31.81,no,92934,19.1,3.23,GEBR22836,National Party,3482,TRUE,5,INC,3482,AURANGABAD,TRUE,TRUE,4,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,3,KRISHNA VALLABH SINGH,M,BJP,61852,,486637,978604,AURANGABAD,GEN,,24,49.73,12.71,yes,12447,2.56,3.23,GEBR43789,National Party,1605,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,4,RAJA RAM SINGH,M,IPF,49405,GEN,486637,978604,AURANGABAD,GEN,,24,49.73,10.15,yes,47875,9.84,3.23,GEBR36728,Local Party,10840,TRUE,2,IPF,10840,AURANGABAD,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,5,RAM SWARUP PD. YADAV,M,JP,1530,GEN,486637,978604,AURANGABAD,GEN,,24,49.73,0.31,yes,60,0.01,3.23,GEBR43791,State-based Party,4406,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,6,VAIJNATH SHARMA,M,SSD,1470,,486637,978604,AURANGABAD,GEN,,24,49.73,0.3,yes,75,0.02,3.23,GEBR43799,Local Party,7888,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,7,KAPILESHWAR LAL,M,SKD,1395,,486637,978604,AURANGABAD,GEN,,24,49.73,0.29,yes,201,0.04,3.23,GEBR43798,Local Party,12681,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,8,CHANDRA BHUSHAN SINGH,M,IND,1194,,486637,978604,AURANGABAD,GEN,,24,49.73,0.25,yes,276,0.06,3.23,GEBR43794,Independents,10809,TRUE,3,IND,10809,BARH,FALSE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,9,MANOJ RAM,M,BSP,918,,486637,978604,AURANGABAD,GEN,,24,49.73,0.19,yes,9,0,3.23,GEBR43800,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,10,NARESH SINGH,M,IND,909,,486637,978604,AURANGABAD,GEN,,24,49.73,0.19,yes,64,0.01,3.23,GEBR43793,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,11,SATEND NARAYAN SINGH,M,IND,845,,486637,978604,AURANGABAD,GEN,,24,49.73,0.17,yes,189,0.04,3.23,GEBR43795,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,12,AASH NARAYAN SINGH,M,IND,656,,486637,978604,AURANGABAD,GEN,,24,49.73,0.13,yes,37,0.01,3.23,GEBR43796,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,13,KRISHNA PRASAD GUPTA,M,IND,619,,486637,978604,AURANGABAD,GEN,,24,49.73,0.13,yes,96,0.02,3.23,GEBR43783,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,14,VASUDEO RAM,M,IND,523,,486637,978604,AURANGABAD,GEN,,24,49.73,0.11,yes,97,0.02,3.23,GEBR43784,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,15,NAGINA SINGH,M,BKUS,426,,486637,978604,AURANGABAD,GEN,,24,49.73,0.09,yes,20,0,3.23,GEBR43785,Local Party,9366,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,16,HAY MOHAN PATHAK,M,IND,406,,486637,978604,AURANGABAD,GEN,,24,49.73,0.08,yes,12,0,3.23,GEBR43777,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,17,BIGU RAM,M,IND,394,,486637,978604,AURANGABAD,GEN,,24,49.73,0.08,yes,10,0,3.23,GEBR43786,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,18,VIKRAMADITYA SINGH,M,LKD,384,,486637,978604,AURANGABAD,GEN,,24,49.73,0.08,yes,66,0.01,3.23,GEBR43787,National Party,4996,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,19,RAM ASHISH SINGYH,M,IND,318,,486637,978604,AURANGABAD,GEN,,24,49.73,0.07,yes,6,0,3.23,GEBR43779,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,20,BIJESHWAR SINGH,M,DDP,312,,486637,978604,AURANGABAD,GEN,,24,49.73,0.06,yes,139,0.03,3.23,GEBR43778,Local Party,15197,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,21,YOGENDRA PRASAD SINGH,M,IND,173,,486637,978604,AURANGABAD,GEN,,24,49.73,0.04,yes,0,0,3.23,GEBR35256,Independents,10809,TRUE,4,IND,10809,SAMASTIPUR,FALSE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,22,BHAGWAN PRASAD,M,IND,173,,486637,978604,AURANGABAD,GEN,,24,49.73,0.04,yes,18,0,3.23,GEBR43782,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,23,AMRENDRA KUMAR SINGH,M,IND,155,,486637,978604,AURANGABAD,GEN,,24,49.73,0.03,yes,3,0,3.23,GEBR36274,Independents,10809,TRUE,2,IND,10809,SIWAN | MADHUBANI,FALSE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Lok Sabha Election (GE)
Bihar,10,40,1991,5,0,3,24,RAVINDRA KUMAR SINGH,M,IND,152,,486637,978604,AURANGABAD,GEN,,24,49.73,0.03,yes,0,0,3.23,GEBR43780,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,1,RAMRAMASHARAY PRASAD SINGH,M,CPI,332484,GEN,765795,1067874,JAHANABAD,GEN,,35,71.71,43.42,no,34991,4.57,2.78,GEBR35279,State-based Party,2444,TRUE,3,CPI,2444,JAHANABAD,TRUE,TRUE,3,FALSE,TRUE,TRUE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,2,MAHENDRA PRASAD,M,INC,297493,GEN,765795,1067874,JAHANABAD,GEN,,35,71.71,38.85,no,184672,24.12,2.78,GEBR26514,National Party,3482,TRUE,3,INC,3482,JAHANABAD,TRUE,TRUE,1,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,3,KRISHANADEO SINGH,M,IPF,112821,,765795,1067874,JAHANABAD,GEN,,35,71.71,14.73,yes,101228,13.22,2.78,GEBR43822,Local Party,10840,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,4,RAJENDRA SHARMA,M,BJP,11593,,765795,1067874,JAHANABAD,GEN,,35,71.71,1.51,yes,9980,1.3,2.78,GEBR23175,National Party,1605,TRUE,2,IND,10809,JAHANABAD,TRUE,FALSE,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,5,TARA GUPTA (W),F,JP,1613,GEN,765795,1067874,JAHANABAD,GEN,,35,71.71,0.21,yes,187,0.02,2.78,GEBR43803,State-based Party,4406,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,6,SHEOKUMARI DEVI (W),F,IND,1426,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.19,yes,111,0.01,2.78,GEBR43815,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,7,SYED GAZNAFFER,M,IND,1315,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.17,yes,316,0.04,2.78,GEBR43816,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,8,BAJRANGI RAM,M,IND,999,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.13,yes,333,0.04,2.78,GEBR43817,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,9,PRITHIVI KUMAR,M,IND,666,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.09,yes,72,0.01,2.78,GEBR43828,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,10,KRISHNA KUMAR,M,SSD,594,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.08,yes,4,0,2.78,GEBR43833,Local Party,7888,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,11,INDRADEO PRASAD,M,IND,590,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.08,yes,186,0.02,2.78,GEBR43830,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,12,BADRI PRASAD,M,IND,404,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.05,yes,59,0.01,2.78,GEBR43834,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,13,ANUGRAH PRASAD,M,IND,345,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.05,yes,58,0.01,2.78,GEBR43832,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,14,ABDUL AZIZ,M,IND,287,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.04,yes,15,0,2.78,GEBR36731,Independents,10809,TRUE,2,IND,10809,JAHANABAD,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,15,KAPIL PASWAN,M,IND,272,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.04,yes,36,0,2.78,GEBR43811,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,16,YOGENDRA RAM,M,IND,236,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.03,yes,18,0,2.78,GEBR36739,Independents,10809,TRUE,2,IND,10809,JAHANABAD,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,17,SHAIED AKHTAR,M,IND,218,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.03,yes,2,0,2.78,GEBR43813,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,18,RAZI AHMED,M,IND,216,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.03,yes,3,0,2.78,GEBR43827,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,19,NATHUN SINGH,M,IND,213,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.03,yes,4,0,2.78,GEBR43835,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,20,MOHAN CHAUDHARY,M,IND,209,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.03,yes,5,0,2.78,GEBR43824,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,21,SARJU SINGH,M,LKD,204,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.03,yes,37,0,2.78,GEBR36736,National Party,4996,TRUE,2,JNP (JP),4406,JAHANABAD,TRUE,FALSE,0,TRUE,FALSE,TRUE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,22,JOHAN RAM,M,IND,167,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.02,yes,0,0,2.78,GEBR43826,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,23,BRAJBHUSHAN PRASAD,M,IND,167,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.02,yes,1,0,2.78,GEBR43831,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,24,AJAI KUMAR,M,IND,166,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.02,yes,34,0,2.78,GEBR35265,Independents,10809,TRUE,3,IND,10809,JAHANABAD,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,25,TEJNARAIN,M,IND,132,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.02,yes,15,0,2.78,GEBR43820,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,26,MOHAMAD YUSUF AZAD ANSARI,M,IND,117,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.02,yes,5,0,2.78,GEBR36737,Independents,10809,TRUE,2,IND,10809,JAHANABAD,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,27,JAGROSHANI DEVI (W),F,BKUS,112,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.01,yes,6,0,2.78,GEBR43823,Local Party,9366,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,28,RAMJI PRASAD,M,IND,106,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.01,yes,1,0,2.78,GEBR43810,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,29,RAMJATAN PRASAD,M,IND,105,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.01,yes,8,0,2.78,GEBR26508,Independents,10809,TRUE,3,IND,10809,JAHANABAD,TRUE,TRUE,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,30,BHARAT PRASAD,M,IND,97,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.01,yes,7,0,2.78,GEBR43802,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,31,SITANAND SINGH,M,DDP,90,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.01,yes,1,0,2.78,GEBR43814,Local Party,15197,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,32,ADHARMAN MISHRA,M,IND,89,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.01,yes,1,0,2.78,GEBR43806,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,33,ISMALL HAQUE,M,IND,88,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.01,yes,3,0,2.78,GEBR43804,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,34,SURYADEO YADAV,M,IND,85,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.01,yes,9,0,2.78,GEBR43805,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,41,1991,5,0,3,35,SIDDHI KUMAR,M,IND,76,,765795,1067874,JAHANABAD,GEN,,35,71.71,0.01,yes,0,0,2.78,GEBR43818,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,42,1991,5,0,3,1,PREM CHAND RAM,M,CPM,418010,,807797,1156759,NAWADA,SC,,17,69.83,51.75,no,101593,12.58,2.33,GEBR43848,National Party,14635,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,42,1991,5,0,3,2,MAHAVEER CHOUDHARY,M,INC,316417,,807797,1156759,NAWADA,SC,,17,69.83,39.17,no,255077,31.58,2.33,GEBR23179,National Party,3482,TRUE,2,INC,3482,NAWADA,TRUE,TRUE,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,42,1991,5,0,3,3,SATYADEVA NARAYAN ARYA,M,BJP,61340,,807797,1156759,NAWADA,SC,,17,69.83,7.59,yes,57552,7.12,2.33,GEBR43845,National Party,1605,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,42,1991,5,0,3,4,BIRENDRA PRASAD,M,BSP,3788,,807797,1156759,NAWADA,SC,,17,69.83,0.47,yes,1021,0.13,2.33,GEBR23237,State-based Party (Other State),16651,TRUE,2,BLD,1711,NALANDA,FALSE,FALSE,1,TRUE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,42,1991,5,0,3,5,ANIRUDDHA MANJHI,M,JP,2767,,807797,1156759,NAWADA,SC,,17,69.83,0.34,yes,966,0.12,2.33,GEBR43843,State-based Party,4406,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,42,1991,5,0,3,6,RAMESH RAM,M,IND,1801,,807797,1156759,NAWADA,SC,,17,69.83,0.22,yes,1188,0.15,2.33,GEBR43844,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,42,1991,5,0,3,7,MITHILA SHARAN,M,IND,613,,807797,1156759,NAWADA,SC,,17,69.83,0.08,yes,167,0.02,2.33,GEBR43849,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,10,42,1991,5,0,3,8,SHAMBHU CHAUDHARY,M,IND,446,,807797,1156759,NAWADA,SC,,17,69.83,0.06,yes,64,0.01,2.33,GEBR43837,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
